text,label,username,likes,datetime,data_type
😓😭😭😭,negative,username,0,2021-01-09,development
"lakukan lockdown sementara lagi aja, masuk angka 1000 itu dah cukup parah, harus segara dipertegas",negative,username,0,2021-01-09,development
"Sendangmulyo semakin Tinggi . . . Pripun langkah selanjutnya pak @username , pak @username , pak @username",negative,username,0,2021-01-09,development
"Min.. Dgn kasus positif yg naik terus, sptnya perlu segera di tambah tpt utk isolasi, krn isolasi byk yg di rumah, misal PRPP kan bs dimanfaatkan",negative,username,0,2021-01-09,development
"Min, kalau misal masyarakat umum dapat antreannya vaksin gratis sekitar april 21 - april 22, apakah memungkinkan untuk ""mempercepat"" lewat jalur berbayar? Apakah tersedia dosisnya? Mohon infonya, maturnuwun🙏",neutral,username,0,2021-01-09,development
"Pak, nyuwun tanglet. Menawi hasil antigen positif lak taksih perlu pcr nggih? Menawi mboten enten biayane pripun?",neutral,username,0,2021-01-09,development
"Astaghfirullah:"")",negative,username,0,2021-01-09,development
Duh Hyung.... 😮😮😮,negative,username,0,2021-01-09,development
waduh 4 digit...,negative,username,0,2021-01-09,development
"daridulu selalu kecamatan & kelurahan itu-itu aja yg zona merah.. pertanyaannya: Apa kabar Kecamatan & Kelurahan yg di daerahnya sudah menjadi ""juara bertahan"" zona merah?",negative,username,1,2021-01-09,development
Efek musim hujan hrus kuat badannya...badannya digenjot terus biar kuat biar imun kuat...klo dulu enak badan sakit batuk panas pilek bisa masuk kerja,neutral,username,0,2021-01-09,development
Sendang Mulyo paling besar kasusnya . Apakah Pemkot tidak mengambil tindakan yang ketat untuk wilayah tersebut ? Katanya PKM tapi ko oprasi / patrolinya gak gencar ? Dimanakah peran Pemkot ? . Semoga semarang lekas membaik 🙏,negative,username,5,2021-01-10,development
Rasane kok makin cedak😭,negative,username,1,2021-01-10,development
Iki tenan ora toh kok medeni men wes,negative,username,0,2021-01-10,development
"Alhamdulillah, semoga terus berangsur turun. 🙏",positive,username,1,2021-01-10,development
Kapan nih semarang psbb ketat. Mungkin nunggu rumah skt penuh 100% baru pemkot ambil tindakan.,negative,username,4,2021-01-10,development
"Kalau ada orang postif covid tapi pergi kerja, dilaporkan ke mana ya pak",neutral,username,0,2021-01-10,development
"Setelah 14 hari lalu apa? Bagaimana kalo masyarakat kendor lagi? Mohon patroli lagi seperti diawal2 pandemi. Razia masker lagi, sosialisasi 3M terus menerus. Saling mengingatkan dan menguatkan, dll",negative,username,0,2021-01-10,development
Semoga lekas membaik semarangku..tetep patuhi protokol kesehatan,positive,username,0,2021-01-10,development
Masih ada masyarakat yg tidak pakai masker..,negative,username,0,2021-01-10,development
Pudakpayung kemarin 13 sekarang 14 malah nambah 🙄🙃,negative,username,1,2021-01-10,development
😣,negative,username,0,2021-01-10,development
Ayo ayo lekas membaik.. kasihan para pedagang,positive,username,0,2021-01-10,development
HOAXXXXXX !!!!,negative,username,0,2021-01-10,development
🥺,negative,username,0,2021-01-10,development
Min.... Data di Sendangmulyo tinggi terus apa karena datanya yang termasuk di RS KRT Wongsonegoro ya?,negative,username,0,2021-01-10,development
selama isolasi mandiri apakah ada pengobatan yang harus diterima pasien?,neutral,username,0,2021-01-10,development
Semangat tetap sehat,positive,username,0,2021-01-10,development
Efek long week end kmrn kah? Senin mulai PKM.. moga berdampak signifikan.,neutral,username,2,2021-01-10,development
Screnning terus jangan kendorr tetep semangat,positive,username,0,2021-01-10,development
Min min nanya dong hasil swab hasilnya nunggu hari kerjakah?,neutral,username,0,2021-01-10,development
Kalau ke screening semua mah jumlahnya bisa 5 kali lipat dari ini,negative,username,1,2021-01-10,development
"Min, di mijen permai malah ada yang ngadain resepsi nikahan nih😢 takut keluar2, hampir bikin macet jalan perumahan☹ @username",negative,username,2,2021-01-10,development
Kerja...kerja....kerja...Ayo Kerja....👍👍,positive,username,0,2021-01-10,development
Rasane kok makin cedak min😭,negative,username,0,2021-01-10,development
"harus bisa lebih tegas lagi, kan wis kepilih meneh.. 🙏",negative,username,0,2021-01-10,development
https://akdoplak.com/,neutral,username,0,2021-01-10,development
"Ayo....tetap gencarkan 3 M, jadilah contoh.....dr kita tuk kita bersama....smangat jangan kendor...semuanya jaga stamina...jangan bosan tuk slalu cerewet....saling mengingatkan....🙏🙏 Mksh infonya",positive,username,3,2021-01-10,development
"Persyaratan utk dpt vaksin apa min @username , kl yg ada penyakit bawaan apakah tetap hrs tetap sesuai antrian?",neutral,username,0,2021-01-10,development
Apakah data itu gak ada delay dari data kasus dikeluharan / kecamatan ?,neutral,username,1,2021-01-11,development
Alhamdulillah,positive,username,1,2021-01-11,development
Harus turun lagi ya.ayo disiplin,positive,username,3,2021-01-11,development
Mksh infonya.......tetap smangat tuk slalu mengingatkan......siapa lg kalo bukan kita......jaga stamina...jangan bosan.....positif....pasti bisa....🙏🙏🙏,positive,username,4,2021-01-11,development
Alhamdulillah.....,positive,username,3,2021-01-11,development
"alhamdulillah,,semoga makin membaik..aamiin YRA,",positive,username,2,2021-01-11,development
Alhamdulillah,positive,username,0,2021-01-11,development
Alhamdulillah semoga akan membaik terus,positive,username,3,2021-01-11,development
Yang zona merah harusnya di lockdown min....minimal dilakukan operasi yg tegas utk tempat2 yg tdk ada prokes nya....,negative,username,8,2021-01-11,development
"Alhamdulillah..makin banyak yg sembuh..makin turun kasusnya..semoga dengan diperketatnya PKM, kasus di Semarang makin turun lagiiii sampe 0..aamiin yaa Allah..minkes semangat terus, sehat selalu ya.. 😘👍👍",positive,username,2,2021-01-11,development
berapapun jumlah naik turunnya knp pedurungan ga bosen2 jd yg pertama si😭😭,negative,username,0,2021-01-11,development
PUJI TUHAN.. Smoga tiap hari makin turun dan akhirnya mnjdi 0 angkanya.. Amin...,positive,username,2,2021-01-11,development
Pudakpayung apa gak bosen 13 Mulu 😐🤔,negative,username,5,2021-01-11,development
Ko mundak terus 😢,negative,username,0,2021-01-11,development
Puskesmas Rowosari Tembalang kok gak ada ya?,neutral,username,1,2021-01-11,development
Ah mantab 🔥,positive,username,0,2021-01-11,development
"Min..tanya donk..utk praktik dokter umum (beserta perawat & bidannya) di kota Semarang apakah termasuk kandidat penerima vaksin tahap 1? Kalau iya, cara daftarnya bagaimana ya? Krn belum ada yg terima sms.. nuhun.. 🙏",neutral,username,0,2021-01-11,development
"Itu aa gambar lagi usg, bisa usg kah di 10 puskesmas ini?",neutral,username,0,2021-01-11,development
"Jika ada gejala kearah covid, untuk cek swab nya dimana ya? Di puskesmas biasanya di antigen",neutral,username,0,2021-01-11,development
"masyaallah,,,masyaallah...tabarakallah..",positive,username,0,2021-01-11,development
KTP luar tinggal di Semarang apakah juga dilayani GRATIS?,neutral,username,1,2021-01-11,development
Alhamdulillah turun smg cepet membaik...,positive,username,2,2021-01-11,development
"Tetep screening, tracing agar masyarakat merasa nyaman dan aman disamping 3m",positive,username,2,2021-01-11,development
Alhamdulillah turun..,positive,username,0,2021-01-11,development
Sendangguwo ra ono seng keno ya min ora valid kwi datane dobol tok,negative,username,0,2021-01-12,development
Ngesrep 😪,negative,username,0,2021-01-12,development
"Saya tau faktanya sendiri , ini media selalu menyebar luaskan data data hoax",negative,username,0,2021-01-12,development
"Tetap jangan bosan tuk slalu mengingatkan, tetap smangat tuk kita bersama....pasti bisa.....jaga stamina semuanya....ayo kita bersama-sama...pasti bisa.....tetap protokol kesehatan pola wajib.....mksh infonya 🙏🙏🙏",positive,username,1,2021-01-12,development
"Tetep jaga protokol kesehatan 3m, jangan kendor screening and tracingnya",positive,username,0,2021-01-12,development
😭😭,negative,username,0,2021-01-12,development
Apakah harus sampe segitunya di batasi kegiatan masyarakat 🤣🤣 sampe di portal portal 🤣🤣🤣 virus kopet sama kaya flu jadi sudah tau cara penanganan nya dan pengobatan nya,negative,username,0,2021-01-12,development
Sayang untuk bumil dan balita blm bisa dapet vaksin,neutral,username,2,2021-01-12,development
"Mohon informasinya. Prosedur penanganannya bagaimana ya, untuk ibu yg mau melahirkan tp tes positif covid-19 ??? Terima kasih banyak",neutral,username,0,2021-01-12,development
Apa sudah dilakukan uji test vaksin tahap 3 min.. krn tahap 3 yg akan menentukan apakah vaksin tersebut bener2 aman..krn kondisi tubuh dn emosional masing2 orang2 berbeda beda termasuk reaksinya setelah penggunaan vaksin tersebut,neutral,username,5,2021-01-12,development
Pusat keramaian jangan ditutup jam 9 terlalu malam.masih banyak yg bisa keluyuran.mari saling menjaga,negative,username,2,2021-01-13,development
😭,negative,username,0,2021-01-13,development
"PSBB kali ini berasa cuma Gimmick.,",negative,username,0,2021-01-13,development
"Isih akeh sing nongkrong min ,ngenes dikndani do angel",negative,username,0,2021-01-13,development
Nambahnya dari kecamatan mana saja min?,neutral,username,0,2021-01-13,development
Wuih tugu.. stabil.. dari bulan ke bulan..,neutral,username,2,2021-01-13,development
naik lagi 😢😢😢,negative,username,1,2021-01-13,development
Min tanya,neutral,username,0,2021-01-13,development
Lhoh..lah..kok mundak meneh..😎🥴,negative,username,2,2021-01-13,development
Buset,negative,username,0,2021-01-13,development
Bagaimana cara mendaftar untuk dapat vaksin gratis min,neutral,username,2,2021-01-13,development
Ikut antri 🔥,neutral,username,0,2021-01-13,development
"Ayo.....tetap smangat....jaga stamina, dari kita tuk kita bersama....saling mengingatkan, jangan bosan...pasti bisa...Siap divaksin kah....ayo...ikuti protokol kesehatan...mksh infonya 🙏🙏🙏",positive,username,2,2021-01-13,development
"Kalau yang rantau, gmn?",neutral,username,0,2021-01-13,development
Puskesmas kedungmundu gak ada ya,neutral,username,0,2021-01-13,development
"ayo warga Semarang,disiplin 3M untuk menurunkan angka positif Covidnya..kalo bukan kita sendiri yg peduli lalu siapa lagi, utk Pemerintah Kota Semarang intensifkan 3T nya (test,tracing and treatment)..yoh iso yoh.. #semarangbebascovid",positive,username,0,2021-01-13,development
Semarang barat semakin merah dan kembang arum 22 woaw banyakk looo @username,negative,username,1,2021-01-13,development
Mksh infonya.....ayo tetap smangat...jangan lengah....Protokol kesehatan menjadi pola baru yg harus slalu kita pakai terus....ambil positifnya.....kita pasti bisa....dr kita tuk kita bersama....jaga stamina semuanya......🙏🙏🙏,positive,username,1,2021-01-13,development
PSBB. Belum ketat haruse mall n rumah makan dan tempat2 yang buat kerumunan yg sering rame di tutup jadi jalan sepi. Kalau jalan aja yg d tutup sebagian masih bisa lewat jalan lain..warga +62 susah aturannya... #ganjarpranowo,negative,username,3,2021-01-13,development
Jatingaleh 10? Waw. Waspada nih,negative,username,1,2021-01-13,development
Kalo daerah kab.semarang bisa gratis persalinan di raisa atau tidak?? Mohon infonya🙏,neutral,username,0,2021-01-13,development
"Kalian lihat 3 kecamatan ( pedurungan , tembalang , banyumanik) terkena dampak yang kurang menyenangkan buat warganya mungkin terkena efek dari mobiltas mal mal dan tempat hiburan diwilyah tersebut . Apakah pemkot tepat dalam edukasi 3 M ? Sudah bagus tapi kurang maksimal . Solusinya adalah pemkot harus lebih rajin patroli kewilayah yang sangat banyak korbannya itu . Bukan hanya patroli jam malam tok . Pagi siang sore bahkan 24 jam pantau terus untuk edukasi ketempat tempat yang beresiko untuk penularan covid 19 . Pemkot harusnya sadar yang jadi korban utama itu rakyat banyak dari mereka yang terkena dampak perekonomian , bagus sih kalian memberi kelongaran bagi para pengusaha agar tak tutup tempat usahanya tapi ya tolong dong pemkot juga harus mengingatkan dan mengedukasi secara rajin dan penuh kasih sayang , jangan lalai pemkot terutama dinkes tetap semangat dalam mengedukasi warga mari libatkan masyarakat untuk bersama mengedukasi yang lalai dalam melakukan protokol kesehatan , oke no problem kita semua manusia yang tak luput dari kelalaian . Terima kasih semoga kita semua semakin HEBAT dalam melawan pandemi , semoga gotong royong dikota Semarang terus terjaga 🙏 suwun",negative,username,0,2021-01-13,development
"Saya lihat di IG Kemensos ,kalau ibu hamil dapat BLT per Januari 2021.bagaimana prosedurnya min @username ?",neutral,username,0,2021-01-13,development
Cara dapetin vaksin gmn min?,neutral,username,0,2021-01-13,development
nambah terus ya... btw pentupan jalan simpanglima dll itu jam berapa min...?,negative,username,2,2021-01-13,development
Kalau melahirkan Caesar bagaimana min ? @username,neutral,username,0,2021-01-13,development
SELAMAT SEMARANG SEMAKIN DIDEPAN🙌🙌🙌🙌🙌,negative,username,1,2021-01-14,development
Banyumanik kok naik ayo jaga jarak......🙏🙏🙏,positive,username,0,2021-01-14,development
Astofirwohaladim semarang barat peringkat 2 ngeri skli.. beri lah perlindungan untuk smua org ayo smngat jgn lpa menyerah.. jga stamina minum vitamin mkan tratur🙏🙏,positive,username,1,2021-01-14,development
Pudakpayung kok bertahan Mulu 🤔🤔🤔,negative,username,0,2021-01-14,development
Astofirwohaladim semarang barat peringkat 2 ngeri skli.. beri lah perlindungan untuk smua org ayo smngat jgn lpa menyerah.. jga stamina minum vitamin mkan tratur🙏🙏,positive,username,0,2021-01-14,development
Tlogosari kulon selalu tinggi kenapa ya,negative,username,1,2021-01-14,development
Min @username untuk swab pcr yg murah dimana ya???,neutral,username,0,2021-01-14,development
😭😭😭 😷😷😷😷,negative,username,0,2021-01-14,development
"Aku berharap semua orng d tinggi kan drajatnya, tp ngga sma kamu cor ,udah cukup ya, hubungan kita ga bisa d lanjut, kamu udah cukup nyakitin,terimakasih sudah pernah ada,",negative,username,0,2021-01-14,development
La...kalau orang warga miskin cara dapet vaksin gratis gimana tuh...tanya beneran miiin...🙏,neutral,username,0,2021-01-14,development
"makasih banyak min selalu update info, semoga covid19 segera tuntas teratasi",positive,username,0,2021-01-14,development
Tlogosari kulon selalu tinggi kenapa ya,negative,username,0,2021-01-14,development
Kel Banyumanik nambah lg ......😁😷😷😷😷,negative,username,0,2021-01-14,development
"Mbok dirazia apa gimana. Saya sering lihat orang pada kayaknya aja pakai masker tapi dikit-dikit diplorotin, ngomong diplorotin, duduk ngaso diplorotin, masuk toko diplorotin, batuk bersin lho malah masker diplorotin, dropletnya nyembur ke mana-mana. Kan gak guna.",negative,username,2,2021-01-14,development
Min ada pkm kok malah makin hitam ini zona semarang apa masih longgar kenyataan yg ada di lapangan tolong pemerintah lebih ditegaskan lagi soalnya masyarakatnya masih banyak yg bandel dn seenaknya sendiri tidak melakukan prokes dengan benar..dn mereka sok kuat jadi gk takut sama covid.. perlu ada tindakan tegas lagi ini min,negative,username,3,2021-01-14,development
Vakin nya Siapp tenann ga pakkk @username Kokk sudah datang bilang nya vaksin nya belum tersedia.. Piye kii pakk.. Terdaftar looh paaakk.. Tenaga mediss looh ini.. Tapii kokk tidak di utama kann di lapangan... Mohon bantuan nya pakk @username sudah mempersiapkan waktu tenaga fisik dan mental kokk malah Zonkk... Mengecewakan,negative,username,0,2021-01-14,development
Brangsong ko rak ono lek,neutral,username,0,2021-01-14,development
Vaksin nya sudah tersedia belum sih pak sebenarnya @username @username ... Sudah ada di.aplikasi peduli lindungi sudah Manut datang tapi kenyataan nya ZONK --- tidak dapat Vaksin -- kok di angel² padahal yoo petugas tenang medis ... Sedih jadi warga +62 kalo gratis pasti ga mudahhh di angel angel,negative,username,0,2021-01-14,development
Perasaan kok makin merah merona ya😞,negative,username,4,2021-01-14,development
"sudah datang sesuai jadwal vaksin dari aplikasi peduli lindungi jam 09:30 di puskesmas, sampai sana ternyata VAKSIN nya belum tersedia ""MENGECEWAKAN"", kuwi piye janjane pak,,,wis ono po durung vaksine padahal wis nyiapke WAKTU FISIK DAN MENTAL. eeealahh tekan gone malah zonk @username @username",negative,username,0,2021-01-14,development
"Kel. Tlogosari Kulon dan Kel. Muktiharjo kidul perhatian khusus ni, dan pemukiman padat harus waspada",negative,username,0,2021-01-14,development
Jiah makin buanyak 😂,negative,username,0,2021-01-14,development
Ojongeyel lan ojonyepeleke,positive,username,1,2021-01-14,development
"Oh tmptku kok juara se kecamatan.....ayo saling jaga sesuai protokol kesehatan,jgn sampai naik lagi.supaya aktifitas kita kembali normal.💪💪💪",positive,username,1,2021-01-14,development
"Tadi aku lewat jl gajah raya, masih banyak tempat nongkrong rame",negative,username,0,2021-01-14,development
"Banyumanik,kapan memutih 😢😢",negative,username,0,2021-01-14,development
Itu kembangarum kenapa bisa banyak gitu sih ? Ayo dong terapkan protokol kesehatan. Saya lihat masih banyak yg nggak pake masker.,negative,username,1,2021-01-14,development
Srondol wetan sblh endi omhe???,neutral,username,1,2021-01-14,development
Sendangmulyo juara bertahan 😭,negative,username,0,2021-01-14,development
Lah naik lagi 😩,negative,username,0,2021-01-14,development
Itu kembangarum kenapa bisa banyak gitu sih ? Ayo dong terapkan protokol kesehatan. Saya lihat masih banyak yg nggak pake masker.,negative,username,1,2021-01-14,development
Padahal udah di psbb,negative,username,0,2021-01-14,development
"Oh tmptku kok juara se kecamatan.....ayo saling jaga sesuai protokol kesehatan,jgn sampai naik lagi.supaya aktifitas kita kembali normal.💪💪💪",positive,username,0,2021-01-14,development
"Mksh infonya....tetap patuhi protokol kesehatan, positif slalu, jaga stamina, jangan lengah.....Sersan....serius santai....tp tepat.....ingat slalu dengan Mas NgaWi.....pasti bisa.....protokol.kesehatan menjadi pola baru....bukan hanya sesaat.....pasti bisa....🙏🙏🙏",positive,username,0,2021-01-14,development
Kapan jadwal vaksin buat warga ya kalo boleh tahu?,neutral,username,0,2021-01-14,development
"Tetap patuhi protokol, semoga sedherek2 semua selalu sehat🙏🏻",positive,username,2,2021-01-15,development
Tlogosari terpantau tetap rame dari pagi sampai malam,negative,username,0,2021-01-15,development
Smoga lekas membaik...penurunan teruuus sampai 0 🤲,positive,username,0,2021-01-15,development
Ayo...tetap smangat...jangan bosan tuk slalu mengingatkan....semuanya tuk kita bersama.....pasti bisa....protokol kesehatan menjadi pola baru yg harus terus dilanjutkan.....tetap jaga stamina....pasti bisa...mksh infonya....🙏🙏🏻🙏,positive,username,6,2021-01-15,development
Baca DM dong admin,neutral,username,0,2021-01-15,development
"Yoh iso yoh, Alhamdulilah turun",positive,username,0,2021-01-15,development
"Ada yg Positif. Tp ada respon sama sekali , apa warga kecil , kalo positif di diam kan? Ga ada tindakan ya ?",negative,username,0,2021-01-15,development
Wow Pekunden naik lagi 😭😭.,negative,username,0,2021-01-15,development
"Glowing lah kalian jd putiiih semua, jgn salah krim jd merah""😭,, bye corona",negative,username,0,2021-01-15,development
Banyumanik tetap ramai jl.karang rejo.......🙏🙏,negative,username,0,2021-01-15,development
Semoga cepat turun. 🙏. Ayo jaga wilayahnya masing2 dengan menerapkan kedisiplinan 3M. Biar segera pulih dan normal kembali. Kasihanilah orang tua kita dan anak anak kita yang tidak bisa bersekolah seperti biasa.,positive,username,2,2021-01-15,development
Wayah e mati Yo mati Ra perlu korona seng nyerang Corona Yo makluk e Gusti ko Yo do Wedi,neutral,username,0,2021-01-15,development
Waduh....lha kok semakin banyak penderita Covid-19 nya? Apakah sudah sama dg virus Flu ya. Mudah sekali menular.,negative,username,0,2021-01-15,development
Baca DM dong admin bpk/Ibu Terhormat .. Sangat Urgent,neutral,username,0,2021-01-15,development
"Alhamdulillah turun 85, smga terus berangsur-angsur turun. Amin Ya Allah",positive,username,0,2021-01-15,development
Alhamdulillah sendangmulyo turun lagi,positive,username,0,2021-01-15,development
Urgent,neutral,username,0,2021-01-15,development
"izin bertanya, ini angka akumulasi atau angka pertambahan ya?",neutral,username,0,2021-01-15,development
Akh Puji Tuhan turun juga akhirnya. Hayo pejuang covid. Semangat 💪,positive,username,0,2021-01-15,development
"Tetap Perketat 3M ya guys . Jangan lengah penurunan kasus bukan berati resiko penularannya menurun juga 🙏 . Jangan Lupa Berolahgara Dirumah saja seperti Latihan Aerobik , Cardio dan Senam kebugaran . Hindari Sebisa mungkin olahraga diluar rumah seperti joging di TRI LOMBA JUANG / bersepeda . Ingat kalau olahraga memakai masker dapat menimbulkan kurangnya asupan oksigen ke paru paru itu dapat menimbulkan ganguan pernafasan dan bisa bikin sakit kepala akibat suplai oksigen ke otak berkurang . 🙏",positive,username,1,2021-01-15,development
Gajahmungkur naik turun,negative,username,0,2021-01-15,development
Tlogosari Kulon juaraaaaa 😭😭😭😭😭😭😭,negative,username,0,2021-01-16,development
Kenapa ngak pake angka persentase dari rasio angka covid per jumlah penduduk kecamatan?,neutral,username,0,2021-01-16,development
Naek lagi 😕,negative,username,0,2021-01-16,development
Top 3 pedurungan tembalang banyumanik...😕,negative,username,0,2021-01-16,development
Perum Tlogosari banyak yg abai pakai masker..... masih juga berkerumun nongkrong di Angkringan 😭😭😭😭😭😭😭,negative,username,0,2021-01-16,development
"Warnanya kenapa putih pink, pink agak gelap & merah? Koq tdk putih hijau kuning merah?",negative,username,1,2021-01-16,development
"Ada pabrik di Genuk yg karyawannya positif Covid 19, bagaimana ya cara lapor ke Dinkes? Sy bawa bukti hasil swab antigen ybs. Mohon petunjuk dari Dinkes. Thanks",neutral,username,0,2021-01-16,development
"Barusan hampir jm 9 lewat angkringan dekat aspol kabluk, Masya Allah ramene poll koyok pasar, parkir sampe diluar....",negative,username,0,2021-01-16,development
"Komentarnya lucu².. turun-naik itu jumlah orang yg sedang dirawat/isolasi mandiri, bukan naik-turunnya orang yang terkonfirmasi +Covid19. Kalau kita ikuti data Siagacorona Kota Semarang, kasus harian rata² per data hari ini pukul 16:00 wib. Setiap hari rata² kasus +Covid19 : 227, Sembuh 207 orang, dan yang meninggal 18 orang setiap hari. Jadi, patuhi saja prokes, dan gak siap untuk divaksin. Betul gak @username ?",positive,username,2,2021-01-16,development
LHOOO,neutral,username,0,2021-01-16,development
"Ya Alloh ko rak bar bar ya, pdhl aq jg sdh berdiam diri di rmh terus. Tp liane ko do lungo lungo dolan 😥",negative,username,0,2021-01-17,development
"Mgkn kita blm tahu sampai kapan kita bakal hidup bersama si covid19, tdk mgkn juga 'zero growth dalam waktu dekat, namun setidaknya mari kita bertekad untuk membuat kurvanya melandai👍👍",positive,username,1,2021-01-17,development
Penentuan jona putih merah dll. Berdasarkan apa ?,neutral,username,0,2021-01-17,development
😷😷😷😷😷😷😷,negative,username,0,2021-01-17,development
Gajahmungkur 🤦‍♂️,negative,username,0,2021-01-17,development
Ya Allah😢😢 smakin menggila,negative,username,0,2021-01-17,development
Min...boleh tanya...klo penutupan jalan dinkota semarang berkaitan dengan psbb....jalan mana sajs dan jam berapa penutupannya...?,neutral,username,0,2021-01-17,development
"Ruangan sempit, ramai dan tertutup tingkatkan risiko penularan COVID-19. Jika harus keluar rumah, #PakaiMasker #JagaJarak #CuciTanganPakaiSabun. covid19.go.id",positive,username,2,2021-01-17,development
"Ayo jangan lengah ya......jaga semuanya, dari kita tuk kita bersama.....tetap smangat...ingat pesan Ibu..3M, jangan diremehkan....ayo bersama MasNgaWi.......jaga stamina....saling mengingatkan.....ayo pasti bisa 🙏🙏🙏 mksh infonya🙏🙏",positive,username,3,2021-01-17,development
Ya rabb 1000an maneh,negative,username,0,2021-01-17,development
Bny tugas mana sempat istirahat:v,neutral,username,0,2021-01-18,development
❤️,positive,username,0,2021-01-18,development
"Usul buat Pemkot Semarang karena semakin banyaknya yang positif Covid 19, untuk tempat karantina ditambah karena Rumdin Walikota, Islamic Center dan Badan Diklat Provinsi Jateng sudah Full, harus indent dulu untuk masuk karantina ...",negative,username,0,2021-01-18,development
"Pak, rentang umur yang boleh dapat vaksin kan 18-59 tahun. Anak saya April ini ulangtahun ke-18, bisa dapat vaksin kan ya?",neutral,username,0,2021-01-18,development
Min update hari Minggu,neutral,username,0,2021-01-18,development
Kembangarum semarang barat cluster apa ya admin. ?,neutral,username,0,2021-01-18,development
Tahap kedua siapa yg dapat?,neutral,username,0,2021-01-18,development
Daftarnya kemana kak dinkes?,neutral,username,0,2021-01-18,development
Kalau perantauan bagaimana kak? di kota semarang bisa dapat atau kudu balik kota asal kak? #nanyakserius,neutral,username,0,2021-01-18,development
Mksh infonya.....jaga stamina semuanya....tetap smangat..jangan kendor....jangan takut..positif slalu..jangan bosan tuk slalu mengingatkan...protokol kesehatan ini akan slalu dipakai...wajib ke depannya....🙏🙏🙏,positive,username,3,2021-01-18,development
"Kak Dinkes, bagaimana dengan orang yg punya riwayat penyakit kronis,yg berobat nya tidak di puskesmas,tapi yg sudah di rujuk ke RS terdekat,apakah juga dapet vaksin yang gratis itu.....kak 🙏",neutral,username,0,2021-01-18,development
Tahap 2nya kemana min ? Lagi absen kah ?🤔,neutral,username,0,2021-01-18,development
"Bagaimana caranya mendapatkan vaksin, jika saya hanya rakyat biasa ??",neutral,username,0,2021-01-18,development
"makin terlambat infonya, utk admin mhn bisa diposting dgn jam yg tetap setiap hari",negative,username,0,2021-01-19,development
Alhamdulillah....semoga terus menurun.... #patuhiprotokolkesehatan #ingatpesanibu,positive,username,0,2021-01-19,development
smngt🙏,positive,username,1,2021-01-19,development
😭 kok naik lagii,negative,username,0,2021-01-19,development
"Mksh infonya......ayo tetap smangat....naik..turun...naik...turun...jangan kendor, tetap jaga stamina n kesehatan...dr kita tuk kita bersama.....jangan dianggap remeh....ayo pasti bisa....🙏🙏🙏",positive,username,1,2021-01-19,development
"Total kasus konfirmasi (positif) 25.019, pasien sembuh 22.059. Dan dari 1.020 itu, yg dirawat (Semarang) 687 orang. Yg sembuh dan yg dirawat juga dishare min. Orang lebih familiar instagram drpd website pemkot.",negative,username,8,2021-01-19,development
Semaranggg... Semangatttt!!!!!,positive,username,3,2021-01-19,development
Merah membara..😢,negative,username,1,2021-01-19,development
"Alhamdulillah berkurang , smoga semakin turun ....Aamiin aamiin ya robbal alamiin",positive,username,1,2021-01-19,development
Alhamdulillah turun terus🤲,positive,username,1,2021-01-19,development
Puji Tuhan...😇,positive,username,1,2021-01-19,development
Mksh infonya.....tetap smangat.....jaga stamina,positive,username,1,2021-01-19,development
Semarang bisa ayo semangat.....,positive,username,0,2021-01-19,development
"Semoga saat PPKM selesai, kasus turun tdk malah naik",positive,username,2,2021-01-19,development
Alhamdulillah dibawah 1000 👏🏽,positive,username,2,2021-01-19,development
Klo raffi ahmad itu termasuk yg mana?,neutral,username,0,2021-01-19,development
Min kl ada penyakit bawaan spti autoimun g bisa di vaksin kan?,neutral,username,0,2021-01-19,development
"Ayo semarangg,, turunn teruss ya covidnya,, #semaranghebat #semarangbisa #semarangbebascovid19 🙏🙏😇😇",positive,username,1,2021-01-19,development
jangan sampai naik lagi. Apalagi setelah PPKM berakhir,negative,username,1,2021-01-19,development
Alhamdulillah.. ayo turun teruss.. Semarang hebat Semarang sehat,positive,username,1,2021-01-19,development
Sugeng tindak Bu kumendan... Husnul khotimah 🙏🙏,neutral,username,1,2021-01-20,development
Kok blm ada berita lelayu nya mba yuniar ya? Pejuang covid.... RIP,neutral,username,0,2021-01-20,development
"Waktu di Rumdin banyak banget ilmu yg kau ajarkan utk kami, kasih sayangmu bak ibu yg mengasihi anaknya, kami akan selalu merindukanmu bunda @username 😘😘😘",neutral,username,2,2021-01-20,development
Kuncinya di kepatuhan masyarakat. Kalo nggak patuh mau PPKM sebulan ya nggak ngaruh.,negative,username,1,2021-01-20,development
turut berbelasungkawa atas berpulangnya almarhumah Bu Yuniar. semoga amal dan ibadahnya diterima di sisi Allah SWT. Aamiin,neutral,username,1,2021-01-20,development
"Sendangmulyo kok naik lg ya, kemarin ud 18an padahal. Yok bs yok yg ga berkepentingan jangan keluar rumah!",positive,username,0,2021-01-20,development
Ga ada PPKM : naik turun. Ada PPKM juga naik turun. Yg kasihan orang2 yg pekerjaan nya terdampak PPKM. Penghasilan menurun bahkan ada yg kehilangan penghasilan. Sediih😢 tapi berusaha bahagia agar imun terjaga. Tetap patuhi protokol kesehatan guys.,negative,username,5,2021-01-20,development
"Ada PPKM kok malah jadi naik ya 🤔, apa kurang Efektifkah?",negative,username,2,2021-01-20,development
Semoga almh husnul khotimah😢,neutral,username,1,2021-01-20,development
